Id,n_Artifacts,RMSSD,meanNN,sdNN,cvNN,CVSD,medianNN,madNN,mcvNN,pNN50,pNN20,Triang,Shannon_h,ULF,VLF,LF,HF,VHF,Total_Power,LFn,HFn,LF/HF,LF/P,HF/P,DFA_1,Shannon,Sample_Entropy,Correlation_Dimension,Entropy_Multiscale,Entropy_SVD,Entropy_Spectral_VLF,Entropy_Spectral_LF,Entropy_Spectral_HF,Fisher_Info,Lyapunov,FD_Petrosian,FD_Higushi
196,0.275862,140.907771,987.777778,113.960682,0.115371,0.142651,1013.333333,20.000000,0.019737,61.904762,71.428571,1695443.068000,5.328996,0.000000,0.000000,611479740657.213257,1891571463600.997070,31663344520.718384,4475724034177.226562,0.244294,0.755706,0.323265,0.136621,0.422629,0.866719,4.106603,1.029619,0.541536,inf,0.349735,0.055104,0.055104,0.055104,0.807470,inf,1.066646,2.655252
197,0.162791,57.899749,702.037037,62.347097,0.088809,0.082474,691.666667,26.666667,0.038554,22.222222,50.000000,2262359.137165,5.451445,0.000000,0.000000,313906089804.028870,306653874451.955566,24858756640.175163,1155303765706.759521,0.505843,0.494157,1.023650,0.271709,0.265431,1.284110,4.495907,1.871802,0.935658,1.280934,0.239584,0.036183,0.036183,0.036183,0.883385,inf,1.050731,2.134537
198,0.325000,77.083593,714.074074,53.559882,0.075006,0.107949,730.000000,30.000000,0.041096,55.555556,66.666667,1705328.163796,5.492261,0.000000,0.000000,94627512235.893265,496478038273.804626,32017509952.467274,909745776040.771362,0.160086,0.839914,0.190598,0.104015,0.545733,0.373163,4.236369,1.609438,0.570545,inf,0.290361,0.026941,0.026941,0.026941,0.849925,inf,1.060654,2.818649
199,0.384615,191.113695,954.791667,137.328850,0.143831,0.200163,951.666667,85.000000,0.089317,75.000000,81.250000,3499037.863198,5.410628,0.000000,0.000000,681337147949.854126,2174944889434.545410,21732058328.013851,4754501467387.767578,0.238540,0.761460,0.313266,0.143304,0.457450,nan,3.875000,inf,0.295730,inf,0.439318,0.082478,0.082478,0.082478,0.736514,inf,1.061757,3.210736
200,0.208333,81.547532,728.596491,76.998603,0.105681,0.111924,713.333333,36.666667,0.051402,42.105263,78.947368,1875319.503489,5.216551,0.000000,0.000000,643714125979.036865,1011066996962.541138,0.000000,2744914424934.089355,0.389003,0.610997,0.636668,0.234512,0.368342,1.208651,4.037401,inf,0.259644,inf,0.297587,0.047409,0.047409,0.047409,0.844950,inf,1.048975,2.367245
201,0.000000,14.924856,733.281250,20.543688,0.028016,0.020354,733.333333,16.666667,0.022727,0.000000,12.500000,2153322.508114,5.573894,0.000000,0.000000,47047277252.153015,21878937232.338844,3554402265.027233,114514871170.231049,0.682575,0.317425,2.150346,0.410840,0.191058,1.192410,4.376714,1.285198,1.025115,1.648659,0.081249,0.004936,0.004936,0.004936,0.969896,inf,1.037565,1.839716
202,0.000000,32.454219,743.416667,60.729129,0.081689,0.043655,740.000000,51.666667,0.069820,5.000000,50.000000,2522905.681942,5.533077,0.000000,0.000000,292708085150.019531,263916138322.942383,1831495847.844958,1013296604585.204346,0.525863,0.474137,1.109095,0.288867,0.260453,1.473025,4.921928,1.098612,1.026789,2.351375,0.148417,0.031505,0.031505,0.031505,0.936704,inf,1.010746,2.410618
203,0.000000,55.670516,990.229885,79.242100,0.080024,0.056220,980.000000,33.333333,0.034014,27.586207,65.517241,2877832.791970,5.395222,0.000000,0.000000,541565435380.798035,350869560964.429016,7993609856.755115,1875791957646.783203,0.606840,0.393160,1.543495,0.288713,0.187051,1.428876,4.349192,inf,0.266247,2.079442,0.180397,0.030149,0.030149,0.030149,0.919019,inf,1.032082,2.759881
204,0.682353,197.145224,828.888889,133.966446,0.161622,0.237843,803.333333,103.333333,0.128631,74.074074,85.185185,7429262.809912,5.533077,0.000000,572028436358.599121,2851664161030.908203,1698417577038.222900,26809696534.648151,6739961188689.653320,0.626728,0.373272,1.679012,0.423098,0.251992,0.531949,4.680813,inf,0.451298,inf,0.487052,0.096445,0.096445,0.096445,0.695175,inf,1.068995,2.850897
205,0.000000,21.253019,1134.583333,20.235629,0.017835,0.018732,1135.000000,15.000000,0.013216,0.000000,37.500000,742860.297081,5.395222,0.000000,0.000000,13695777277.512341,48522359551.714561,254039624.145065,107435010377.442001,0.220125,0.779875,0.282257,0.127480,0.451644,0.094942,4.053509,inf,0.299785,1.945910,0.075902,0.002157,0.002157,0.002157,0.972282,inf,1.050977,2.795386
206,0.222222,16.515986,965.714286,22.806989,0.023617,0.017102,960.000000,23.333333,0.024306,0.000000,14.285714,302950.334511,5.354406,0.000000,0.000000,52060287916.810638,28153063141.664566,1108690502.590560,121141284986.236893,0.649023,0.350977,1.849187,0.429749,0.232399,1.260303,3.689704,0.916291,0.503013,inf,0.070420,0.003537,0.003537,0.003537,0.974684,inf,1.036854,2.316606
207,0.285714,6.849349,714.333333,4.981447,0.006974,0.009588,715.000000,1.666667,0.002331,0.000000,0.000000,24741.129955,4.855133,0.000000,0.000000,0.000000,1420268706.395776,0.000000,3767583521.233667,0.000000,1.000000,0.000000,0.000000,0.376971,nan,2.170951,inf,-0.000000,inf,0.043674,0.000385,0.000385,0.000385,0.985704,inf,1.068899,nan
208,0.482759,243.836727,930.888889,176.601366,0.189713,0.261940,860.000000,120.000000,0.139535,66.666667,80.000000,4292723.504827,5.288179,0.000000,0.000000,4967129790991.498047,6435079801574.731445,50673167077.647964,16013604643447.031250,0.435629,0.564371,0.771883,0.310182,0.401851,nan,3.773557,inf,0.189602,inf,0.514797,0.121418,0.121418,0.121418,0.669961,inf,1.067463,2.761031
209,0.333333,96.997136,703.205128,61.373036,0.087276,0.137936,683.333333,35.000000,0.051220,57.692308,80.769231,2094910.944970,5.517671,0.000000,0.000000,33358867178.239635,408901546314.700989,63616789576.378654,700009853811.568115,0.075428,0.924572,0.081582,0.047655,0.584137,0.391674,4.363713,inf,0.214221,1.791759,0.344429,0.035207,0.035207,0.035207,0.811411,inf,1.076785,2.982347
210,0.363636,29.395622,899.761905,17.170054,0.019083,0.032670,895.000000,11.666667,0.013035,0.000000,57.142857,391546.055411,5.533077,0.000000,0.000000,9805077097.301891,54361292176.406120,668139376.521971,88087963168.439835,0.152807,0.847193,0.180369,0.111310,0.617125,nan,3.378783,inf,0.269934,inf,0.118523,0.002460,0.002460,0.002460,0.952174,inf,1.105252,nan
211,0.019231,55.571775,1090.457516,42.957445,0.039394,0.050962,1100.000000,16.666667,0.015152,3.921569,37.254902,2868146.911518,5.022474,0.000000,50310635221.794319,225506088410.508270,271066051607.348419,4791771738.887532,675188082720.092529,0.454126,0.545874,0.831923,0.333990,0.401467,1.007305,4.466858,1.293921,1.073943,1.312186,0.167730,0.008972,0.008972,0.008972,0.926160,inf,1.060392,2.192530
212,0.148148,119.417779,1023.478261,83.566210,0.081649,0.116678,1026.666667,36.666667,0.035714,56.521739,78.260870,2386622.154957,5.436039,0.000000,0.000000,198777206299.434967,1186829955593.244629,65199900166.066628,2050071246043.658936,0.143459,0.856541,0.167486,0.096961,0.578921,0.657657,4.175736,0.693147,0.198701,inf,0.307342,0.030950,0.030950,0.030950,0.838149,inf,1.074689,2.655591
213,0.186441,39.033840,820.416667,29.080674,0.035446,0.047578,825.000000,11.666667,0.014141,4.166667,4.166667,1923771.077665,4.463559,0.000000,22456882590.812580,86411603699.308456,141268410409.631866,12493845617.877691,325095238115.123718,0.379531,0.620469,0.611684,0.265804,0.434545,1.191215,4.121654,1.413693,1.454428,1.845827,0.159142,0.007518,0.007518,0.007518,0.930900,inf,1.045461,2.043725
214,0.000000,22.831914,759.549550,22.568991,0.029714,0.030060,760.000000,16.666667,0.021930,2.702703,35.135135,1048043.654963,5.451445,0.000000,0.000000,26961495575.711464,51806029947.286285,4967608147.031696,132762061002.377151,0.342292,0.657708,0.520432,0.203081,0.390217,0.958540,4.337435,1.609438,0.632273,inf,0.111156,0.005422,0.005422,0.005422,0.955820,inf,1.043426,2.230772
215,0.150000,120.919624,943.071895,86.970859,0.092221,0.128219,933.333333,20.000000,0.021429,43.137255,62.745098,4677320.328346,5.533077,0.000000,213373509721.195068,1163830589225.310547,1216848241859.395020,49372529772.143143,3240263118320.153809,0.488865,0.511135,0.956430,0.359178,0.375540,0.696867,4.794879,1.271225,1.234480,2.468100,0.327786,0.038825,0.038825,0.038825,0.823583,inf,1.062182,2.251067
216,0.058824,49.845640,841.250000,36.492745,0.043379,0.059252,846.666667,15.000000,0.017717,28.125000,65.625000,1839250.995255,5.336962,0.000000,0.000000,98698052552.123108,85179946180.202362,16114371668.169912,367365769963.444946,0.536758,0.463242,1.158701,0.268664,0.231867,0.705740,4.116729,1.299283,0.819668,1.673976,0.188193,0.011508,0.011508,0.011508,0.914538,inf,1.078649,2.742564
217,0.866667,281.563097,685.555556,187.007625,0.272783,0.410708,610.000000,10.000000,0.016393,33.333333,33.333333,361371.568298,4.511871,0.000000,0.000000,4206425164553.907227,3868860315801.679688,13417236142.581657,15115578865701.167969,0.520901,0.479099,1.087252,0.278284,0.255952,nan,2.251629,1.098612,-0.000000,inf,0.647411,0.219388,0.219388,0.219388,0.536207,inf,1.000000,nan
218,0.000000,11.680501,669.469697,19.154522,0.028611,0.017447,671.666667,16.666667,0.024814,0.000000,4.545455,1331441.487629,5.451445,0.000000,0.000000,36959731599.632637,7834899778.088102,1560744745.333656,102005279696.280930,0.825093,0.174907,4.717320,0.362332,0.076809,1.312448,4.036041,1.349927,0.934114,1.504077,0.071638,0.005094,0.005094,0.005094,0.974154,inf,1.046184,1.867484
219,0.440000,40.814360,1005.000000,40.609670,0.040408,0.040611,1010.000000,40.000000,0.039604,14.285714,57.142857,583703.306486,5.492261,0.000000,0.000000,203724565718.090637,71278017834.970993,2042739284.766561,616228945252.867188,0.740810,0.259190,2.858168,0.330599,0.115668,nan,3.664498,inf,0.333845,inf,0.140282,0.008952,0.008952,0.008952,0.941018,inf,1.053295,nan
220,0.000000,9.444444,772.342342,16.866668,0.021838,0.012228,770.000000,13.333333,0.017316,0.000000,2.702703,1053819.651099,5.436039,0.000000,0.000000,25819715225.662971,14981886697.137135,134156357.171967,79190624841.813995,0.632811,0.367189,1.723395,0.326045,0.189188,1.378010,4.046763,inf,0.509511,inf,0.053418,0.003135,0.003135,0.003135,0.981832,inf,1.029261,2.183359
221,0.285714,51.885099,1247.777778,47.235759,0.037856,0.041582,1276.666667,13.333333,0.010444,26.666667,40.000000,523623.550602,5.573894,0.000000,0.000000,84251616716.859802,155343992103.813904,454739690.962793,500977061335.467163,0.351641,0.648359,0.542355,0.168175,0.310082,nan,3.323231,1.252763,0.889611,1.609438,0.143169,0.008013,0.008013,0.008013,0.939495,inf,1.067463,2.650410
222,0.060606,71.704125,845.698925,48.029262,0.056792,0.084787,846.666667,10.000000,0.011811,19.354839,29.032258,1104626.931244,5.298184,0.000000,0.000000,169849318317.057983,226729009408.878723,25410965385.799175,703178530535.069946,0.428287,0.571713,0.749129,0.241545,0.322434,0.617120,3.434215,0.847298,1.245430,0.980829,0.244532,0.016778,0.016778,0.016778,0.880240,inf,1.050815,2.515764
223,1.000000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
224,0.000000,24.740483,820.285714,34.073847,0.041539,0.030161,816.666667,20.000000,0.024490,2.857143,34.285714,1213217.216238,5.369812,0.000000,0.000000,84436603836.329529,86427673892.776184,1570148865.498184,290563254146.827454,0.494174,0.505826,0.976963,0.290596,0.297449,1.018430,4.286147,1.049822,0.714139,1.481605,0.111252,0.009767,0.009767,0.009767,0.955773,inf,1.025228,2.405167
225,0.000000,29.112807,1104.871795,27.083915,0.024513,0.026349,1105.000000,18.333333,0.016591,7.692308,42.307692,1015776.179159,5.573894,0.000000,0.000000,50846077932.873589,59913972953.527908,3807838769.717076,205103750924.762390,0.459065,0.540935,0.848651,0.247904,0.292115,1.272650,3.979098,inf,0.375374,inf,0.100010,0.003824,0.003824,0.003824,0.961206,inf,1.072436,2.589130
226,0.071429,6.565905,991.153846,9.138067,0.009220,0.006625,990.000000,6.666667,0.006734,0.000000,0.000000,298287.102972,5.369812,0.000000,0.000000,8824082536.861448,4743271748.981425,317450170.277069,21280412709.050465,0.650391,0.349609,1.860337,0.414657,0.222894,1.123631,3.151799,inf,0.331167,inf,0.031950,0.000656,0.000656,0.000656,0.990113,inf,1.023275,2.693407
227,0.176471,115.095650,921.666667,70.027467,0.075979,0.124878,891.666667,13.333333,0.014953,42.857143,42.857143,800170.368182,5.216551,0.000000,0.000000,269028059016.629333,475173804581.849243,0.000000,1373175761754.715088,0.361499,0.638501,0.566168,0.195917,0.346040,nan,3.664498,0.470004,0.884924,1.791759,0.321810,0.033349,0.033349,0.033349,0.827885,inf,1.063779,nan
228,0.181818,68.017563,884.814815,56.840691,0.064240,0.076872,883.333333,46.666667,0.052830,33.333333,77.777778,367359.071834,5.037880,0.000000,0.000000,0.000000,0.000000,0.000000,633447161327.682495,nan,nan,nan,0.000000,0.000000,nan,2.725481,inf,0.202618,inf,0.227388,0.019287,0.019287,0.019287,0.891028,inf,1.040320,nan
229,0.434783,73.972968,1232.564103,66.092916,0.053622,0.060016,1256.666667,13.333333,0.010610,26.923077,53.846154,1930915.305350,5.533077,0.000000,750887136734.800049,2208848891780.101074,152835615668.742950,570302676.283972,4528196280781.666992,0.935285,0.064715,14.452449,0.487799,0.033752,0.916733,4.103910,1.386294,1.335386,1.609438,0.189321,0.015484,0.015484,0.015484,0.913884,inf,1.041452,2.958975
230,0.050000,5.799451,697.280702,6.241163,0.008951,0.008317,698.333333,5.000000,0.007160,0.000000,0.000000,206126.226775,5.328996,0.000000,0.000000,2663924036.988986,2600316480.668706,386888225.395214,10569064408.955326,0.506041,0.493959,1.024461,0.252049,0.246031,1.021258,2.801830,2.014903,0.000000,2.564949,0.038723,0.000628,0.000628,0.000628,0.987601,inf,1.028292,2.402133
231,0.724138,235.725829,924.375000,218.400647,0.236268,0.255011,925.000000,190.000000,0.205405,68.750000,81.250000,4103757.396360,5.410628,0.000000,0.000000,5195667050037.038086,606463240523.127441,2396853197.104205,10249593571906.369141,0.895476,0.104524,8.567159,0.506914,0.059169,nan,3.875000,0.405465,0.185105,0.693147,0.502658,0.174407,0.174407,0.174407,0.681102,inf,1.053084,2.909556
232,0.000000,15.319273,830.980392,37.565023,0.045206,0.018435,831.666667,35.000000,0.042084,0.000000,17.647059,1171310.769361,5.533077,0.000000,0.000000,131842682175.295441,34306600204.106033,2350126467.481878,367428522739.878845,0.793519,0.206481,3.843070,0.358825,0.093369,1.639590,4.535849,1.203973,0.965646,inf,0.074217,0.011320,0.011320,0.011320,0.973025,inf,1.022957,2.200285
233,0.266667,210.923894,1063.484848,116.394136,0.109446,0.198333,1013.333333,41.666667,0.041118,54.545455,72.727273,2119980.306556,5.288179,0.000000,0.000000,301091070421.053406,1757821572612.612305,235055802136.132233,2978684801973.425781,0.146238,0.853762,0.171286,0.101082,0.590133,0.475908,4.186704,0.451985,0.939540,0.693147,0.435969,0.069283,0.069283,0.069283,0.739320,inf,1.084622,2.862728
234,0.086957,114.577297,845.714286,76.311540,0.090233,0.135480,850.000000,36.666667,0.043137,65.079365,76.190476,5019546.594847,5.436039,0.000000,49610237903.541954,259044388953.620819,711618769846.812988,153653157099.642456,1388030905525.824463,0.266874,0.733126,0.364021,0.186627,0.512682,0.461033,5.038877,1.252763,1.096023,1.402295,0.340828,0.037546,0.037546,0.037546,0.814068,inf,1.064575,2.155208
235,0.000000,3.929702,627.333333,3.822818,0.006094,0.006264,626.666667,3.333333,0.005319,0.000000,0.000000,195695.782246,5.328996,0.000000,0.000000,818377418.035524,784410325.649513,203371097.486180,2643130736.404781,0.510596,0.489404,1.043303,0.309624,0.296773,0.936095,2.172412,1.256617,0.000000,1.749200,0.030476,0.000314,0.000314,0.000314,0.990646,inf,1.039123,2.138402
236,0.311111,22.018511,648.494624,32.782546,0.050552,0.033953,643.333333,26.666667,0.041451,0.000000,29.032258,893238.136720,5.492261,0.000000,0.000000,71859590691.171707,162540501425.163177,503326104.375086,469749636275.824280,0.306568,0.693432,0.442103,0.152974,0.346015,1.874667,4.260333,inf,0.518535,1.791759,0.122154,0.013712,0.013712,0.013712,0.950352,inf,1.018544,2.752279
237,0.468085,114.110895,658.000000,76.023875,0.115538,0.173421,643.333333,23.333333,0.036269,20.000000,52.000000,1770452.641123,4.691013,0.000000,0.000000,1062055107586.291992,551170251912.359131,4645826896.373308,3379621399523.112305,0.658343,0.341657,1.926909,0.314253,0.163086,0.372471,3.973661,1.139434,1.142630,1.098612,0.400836,0.055603,0.055603,0.055603,0.768030,inf,1.062367,2.902372
238,0.015873,22.283159,811.505376,57.904127,0.071354,0.027459,825.000000,43.333333,0.052525,3.225806,4.838710,2211085.142946,5.533077,0.000000,209317903398.829285,203075404918.354065,49287177121.419876,4631589888.182646,815713315654.376221,0.804697,0.195303,4.120248,0.248954,0.060422,1.577937,4.815016,0.512437,1.092003,0.916291,0.102645,0.025202,0.025202,0.025202,0.959947,inf,1.031764,1.548392
239,0.060606,15.371932,829.892473,34.571278,0.041658,0.018523,833.333333,26.666667,0.032000,0.000000,9.677419,1258639.444547,5.492261,0.000000,0.000000,70440323259.153732,60721990670.102936,726917414.048171,339973043820.290405,0.537047,0.462953,1.160046,0.207194,0.178608,1.549742,4.309035,1.704748,0.690625,inf,0.075152,0.009783,0.009783,0.009783,0.972614,inf,1.022197,2.080516
240,0.280000,73.226303,957.222222,61.689185,0.064446,0.076499,953.333333,48.333333,0.050699,44.444444,66.666667,1522795.510906,5.573894,0.000000,0.000000,461651710855.824463,667465475564.406128,747438062.829262,2473738139237.528809,0.408861,0.591139,0.691649,0.186621,0.269821,1.021243,3.836592,0.693147,0.349819,1.609438,0.226663,0.020440,0.020440,0.020440,0.891477,inf,1.045264,3.127751
241,0.000000,37.159981,756.846847,38.054103,0.050280,0.049098,753.333333,23.333333,0.030973,10.810811,21.621622,1766366.255725,5.492261,0.000000,0.000000,66756753063.152702,71818800870.810944,19330286929.246117,280458403362.055664,0.481735,0.518265,0.929516,0.238027,0.256076,1.079434,4.607706,0.832909,1.064873,1.504077,0.162823,0.013648,0.013648,0.013648,0.928879,inf,1.040616,2.303763
242,0.051282,46.762468,749.639640,34.852279,0.046492,0.062380,750.000000,6.666667,0.008889,10.810811,10.810811,1011148.238348,4.561452,0.000000,0.000000,110948472544.212067,188997274646.550232,25192877182.923332,497359561824.291443,0.369895,0.630105,0.587037,0.223075,0.380001,0.976306,3.242672,0.471109,1.143690,1.326871,0.195526,0.011909,0.011909,0.011909,0.910263,inf,1.034961,2.480307
243,0.037037,40.551750,1021.538462,28.662492,0.028058,0.039697,1018.333333,13.333333,0.013093,7.692308,57.692308,1245047.511399,4.954209,0.000000,0.000000,38399552426.082916,150245936655.860352,8211529136.538277,328752046767.433228,0.203554,0.796446,0.255578,0.116804,0.457019,0.507878,3.873141,inf,0.153838,2.564949,0.138379,0.005020,0.005020,0.005020,0.942016,inf,1.059277,2.947711
244,0.107143,152.929722,1079.200000,115.125857,0.106677,0.141707,1113.333333,30.000000,0.026946,44.000000,72.000000,2211349.773989,5.160329,0.000000,0.000000,1224612023919.239502,1947531363968.508545,41531811584.119316,5093157546468.995117,0.386052,0.613948,0.628802,0.240443,0.382382,0.819976,4.403856,2.564949,1.084007,1.178655,0.351085,0.048693,0.048693,0.048693,0.806463,inf,1.053036,2.774990
245,0.000000,26.294275,692.439024,39.588329,0.057172,0.037973,700.000000,26.666667,0.038095,7.317073,39.024390,2025597.645278,5.436039,0.000000,0.000000,104784748390.943893,116574978449.877350,3589150245.591468,374401899295.420349,0.473369,0.526631,0.898861,0.279872,0.311363,0.923689,4.753774,1.386294,0.877247,1.704748,0.132917,0.017092,0.017092,0.017092,0.944857,inf,1.038182,2.239493
